"hospital_id","name","role","area","address","latitude","longitude","ipet_status","distance_km","distance_method","travel_minutes","travel_method","overall_score","home_doctor_score","dachshund_score","emergency_score","google_rating","google_review_count","phone","google_maps_url","website_url"
"v2-tama-474ff6","ファミリー動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区三田４丁目１０−２８","35.6108022","139.5409731","needs_confirmation","4.1","haversine_straight_line","15","planning_estimate_from_straight_line","55","62","","","4","1","044-933-9989","https://www.google.com/maps/place/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f1001830ad01:0xe2d1d4abc714aec5!8m2!3d35.6108022!4d139.5409731!16s%2Fg%2F11z0xts6rh!19sChIJAa0wGADxGGARxa4Ux6vU0eI?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-1kosae1","やなぎペットクリニック","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区布田２３−２１","35.63102","139.54722","needs_confirmation","4.6","haversine_straight_line","17","planning_estimate_from_straight_line","56","62","","","4.5","21","044-949-5770","https://www.google.com/maps/place/%E3%82%84%E3%81%AA%E3%81%8E%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x6018f08b41a4112f:0xbca8c3b706572d22!8m2!3d35.63102!4d139.54722!16s%2Fg%2F1vp6_6b_!19sChIJLxGkQYvwGGARIi1XBrfDqLw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-h6quj9","NINO動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区西生田４丁目３−２９","35.6144812","139.5265932","needs_confirmation","5.5","haversine_straight_line","20","planning_estimate_from_straight_line","56","62","","","4.5","26","044-982-4422","https://www.google.com/maps/place/NINO%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018fa76499ec3a7:0xc09012e6d2391904!8m2!3d35.6144812!4d139.5265932!16s%2Fg%2F1vxz9ny6!19sChIJp8OeSXb6GGARBBk50uYSkMA?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-yd59wi","荒川動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区東生田２丁目１５−１５","35.6107286","139.5632792","needs_confirmation","2.2","haversine_straight_line","10","planning_estimate_from_straight_line","55","64","","","4","8","","https://www.google.com/maps/place/%E8%8D%92%E5%B7%9D%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f1302dbe70c1:0xde227f339e22039a!8m2!3d35.6107286!4d139.5632792!16s%2Fg%2F11ssh4ccd7!19sChIJwXC-LTDxGGARmgMinjN_It4?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-gcj63h","ノワール動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区西生田２丁目６−７ 西川ビル","35.6150256","139.536984","window_settlement","4.6","haversine_straight_line","17","planning_estimate_from_straight_line","51","52","","","3.3","29","044-959-0102","https://www.google.com/maps/place/%E3%83%8E%E3%83%AF%E3%83%BC%E3%83%AB%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f099c7fb0e97:0x8098d3997ae38e9c!8m2!3d35.6150256!4d139.536984!16s%2Fg%2F1hc45l_dd!19sChIJlw77x5nwGGARnI7jepnTmIA?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-ri4z2p","吉村動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区長尾１丁目１８−２","35.6123545","139.5741882","window_settlement","1.4","haversine_straight_line","7","planning_estimate_from_straight_line","60","69","","","4.5","8","044-932-5030","https://www.google.com/maps/place/%E5%90%89%E6%9D%91%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f16797f6b249:0x604040d6ff107c50!8m2!3d35.6123545!4d139.5741882!16s%2Fg%2F11vkn9w36y!19sChIJSbL2l2fxGGARUHwQ_9ZAQGA?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-t4tvqf","桑原動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区長沢４丁目４１−２０ ペディグリー・ワン","35.5981196","139.5318649","needs_confirmation","4.9","haversine_straight_line","18","planning_estimate_from_straight_line","55","59","","","4.3","15","044-953-5102","https://www.google.com/maps/place/%E6%A1%91%E5%8E%9F%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f0a922bb8f09:0x3b79dbe1f1a665c3!8m2!3d35.5981196!4d139.5318649!16s%2Fg%2F1tfn2s93!19sChIJCY-7IqnwGGARw2Wm8eHbeTs?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-q8jwjr","獣医科工藤医院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区登戸２５８３","35.61922","139.5678409","window_settlement","2.4","haversine_straight_line","10","planning_estimate_from_straight_line","59","67","","","4.2","5","","https://www.google.com/maps/place/%E7%8D%A3%E5%8C%BB%E7%A7%91%E5%B7%A5%E8%97%A4%E5%8C%BB%E9%99%A2/data=!4m7!3m6!1s0x6018f16a0386a017:0x6e74069fff42d506!8m2!3d35.61922!4d139.5678409!16s%2Fg%2F11kpznqf36!19sChIJF6CGA2rxGGARBtVC_58GdG4?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tama-9q97m5","稲田堤動物病院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区菅２丁目３−１","35.6329946","139.5344233","needs_confirmation","5.7","haversine_straight_line","20","planning_estimate_from_straight_line","51","55","","","3.6","12","044-944-2047","https://www.google.com/maps/place/%E7%A8%B2%E7%94%B0%E5%A0%A4%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f07c147eeb3f:0xfaf96fed04d351b6!8m2!3d35.6329946!4d139.5344233!16s%2Fg%2F1thx8nf_!19sChIJP-t-FHzwGGARtlHTBO1v-fo?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1ppfo8m","ひなた動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区新石川２丁目３２−７","35.5689088","139.5610749","window_settlement","4.4","haversine_straight_line","16","planning_estimate_from_straight_line","59","64","","","4.4","43","045-508-9720","https://www.google.com/maps/place/%E3%81%B2%E3%81%AA%E3%81%9F%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7f3ccc8215b:0x58bd012d0b0597f1!8m2!3d35.5689088!4d139.5610749!16s%2Fg%2F11fsj63pn7!19sChIJWyHIzPP3GGAR8ZcFCy0BvVg?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1lhrvsi","中田動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区元石川町７５１３","35.5869379","139.5425485","window_settlement","4.3","haversine_straight_line","16","planning_estimate_from_straight_line","60","64","","","4.4","179","045-903-1777","https://www.google.com/maps/place/%E4%B8%AD%E7%94%B0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f74f5840683f:0x93e5a20885277cb3!8m2!3d35.5869379!4d139.5425485!16s%2Fg%2F1tp_6fdz!19sChIJP2hAWE_3GGARs3wnhQii5ZM?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-uqd0ns","Luluどうぶつ病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区美しが丘１丁目10−１３ USビル 2階","35.5787901","139.5558657","window_settlement","3.8","haversine_straight_line","14","planning_estimate_from_straight_line","62","69","","","4.6","34","045-500-9472","https://www.google.com/maps/place/Lulu%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7167aec4b4d:0x41038a61f99380b6!8m2!3d35.5787901!4d139.5558657!16s%2Fg%2F11h0ms67mk!19sChIJTUvsehb3GGARtoCT-WGKA0E?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-18dwe0i","ペットクリニックいしかわ","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区荏子田３丁目１２−６","35.574054","139.533096","needs_confirmation","5.7","haversine_straight_line","20","planning_estimate_from_straight_line","57","63","","","4.6","25","045-904-1588","https://www.google.com/maps/place/%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E3%81%84%E3%81%97%E3%81%8B%E3%82%8F/data=!4m7!3m6!1s0x6018f75dfe2b2fef:0x5592a09ae44b4e21!8m2!3d35.574054!4d139.533096!16s%2Fg%2F1tdl1lyg!19sChIJ7y8r_l33GGARIU5L5JqgklU?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1mc3mnq","あざみ野どうぶつ医療センター","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区美しが丘５丁目１３−１","35.5732809","139.554987","window_settlement","4.3","haversine_straight_line","16","planning_estimate_from_straight_line","60","65","","","4.5","49","045-530-5300","https://www.google.com/maps/place/%E3%81%82%E3%81%96%E3%81%BF%E9%87%8E%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m7!3m6!1s0x6018f71494a575ed:0x5ca0e87a2838227f!8m2!3d35.5732809!4d139.554987!16s%2Fg%2F11fls60l46!19sChIJ7XWllBT3GGARfyI4KHrooFw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-272ksh","あおばペットクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区たちばな台２丁目2−３３","35.5532125","139.5129199","window_settlement","8.6","haversine_straight_line","29","planning_estimate_from_straight_line","59","61","","","4.6","36","045-530-5115","https://www.google.com/maps/place/%E3%81%82%E3%81%8A%E3%81%B0%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x6018f9c934ccb509:0x58f9e44e99948c07!8m2!3d35.5532125!4d139.5129199!16s%2Fg%2F11c7w1t71c!19sChIJCbXMNMn5GGARB4yUmU7k-Vg?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-ruzpry","井本動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区美しが丘５丁目２９−１１","35.575129","139.5495254","window_settlement","4.5","haversine_straight_line","17","planning_estimate_from_straight_line","59","64","","","4.4","39","045-902-3134","https://www.google.com/maps/place/%E4%BA%95%E6%9C%AC%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f71342375505:0xabb35139e12643fe!8m2!3d35.575129!4d139.5495254!16s%2Fg%2F1wnf12kb!19sChIJBVU3QhP3GGAR_kMm4TlRs6s?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-dyq11y","すすきの動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区すすき野３丁目７−３ 光陽ビル 202","35.5796417","139.5275603","window_settlement","5.9","haversine_straight_line","21","planning_estimate_from_straight_line","59","61","","","4.5","114","045-904-2066","https://www.google.com/maps/place/%E3%81%99%E3%81%99%E3%81%8D%E3%81%AE%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f9e29891d721:0x369451c750babf7e!8m2!3d35.5796417!4d139.5275603!16s%2Fg%2F1tj45z41!19sChIJIdeRmOL5GGARfr-6UMdRlDY?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1w1iqyy","ベルジェ動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区つつじが丘２４−２１","35.5374096","139.5173794","window_settlement","9.6","haversine_straight_line","32","planning_estimate_from_straight_line","54","51","","","4.2","49","045-989-1270","https://www.google.com/maps/place/%E3%83%99%E3%83%AB%E3%82%B8%E3%82%A7%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f83b2edacef1:0xcc1047ebcf688a5c!8m2!3d35.5374096!4d139.5173794!16s%2Fg%2F11b5pk3v_2!19sChIJ8c7aLjv4GGARXIpoz-tHEMw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1n9i69","夕やけの丘動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区市ケ尾町５１７−２５","35.5435818","139.5485717","window_settlement","7.4","haversine_straight_line","25","planning_estimate_from_straight_line","58","59","","","4.4","217","045-530-9100","https://www.google.com/maps/place/%E5%A4%95%E3%82%84%E3%81%91%E3%81%AE%E4%B8%98%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7db9d0fb23d:0x7e0f092baabd335!8m2!3d35.5435818!4d139.5485717!16s%2Fg%2F1tfcyvqm!19sChIJPbIPndv3GGARNdOrupLw4Ac?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1aw9utg","たまプラーザどうぶつクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区美しが丘２丁目２０−１５ ５階","35.5797727","139.558853","needs_confirmation","3.5","haversine_straight_line","14","planning_estimate_from_straight_line","57","65","","","4.5","29","045-511-8268","https://www.google.com/maps/place/%E3%81%9F%E3%81%BE%E3%83%97%E3%83%A9%E3%83%BC%E3%82%B6%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x6018f719ff2ccad9:0x1c2c5f1b6422ea17!8m2!3d35.5797727!4d139.558853!16s%2Fg%2F11btww1jnm!19sChIJ2cos_xn3GGARF-oiZBtfLBw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-oazspb","やまな動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区市ケ尾町１０５２−１ サニー市ヶ尾","35.548381","139.540366","window_settlement","7.3","haversine_straight_line","25","planning_estimate_from_straight_line","57","58","","","4.6","9","045-974-2250","https://www.google.com/maps/place/%E3%82%84%E3%81%BE%E3%81%AA%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f790641e4705:0x8975fa8ef30e5908!8m2!3d35.548381!4d139.540366!16s%2Fg%2F1xgrmzsk!19sChIJBUceZJD3GGARCFkO8476dYk?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-18wdfnb","青葉台犬猫病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区つつじが丘３６−２３","35.534167","139.517613","window_settlement","9.8","haversine_straight_line","32","planning_estimate_from_straight_line","54","51","","","4.2","15","045-981-3852","https://www.google.com/maps/place/%E9%9D%92%E8%91%89%E5%8F%B0%E7%8A%AC%E7%8C%AB%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f83ccb99f2f5:0x1d05446bb3dffc12!8m2!3d35.534167!4d139.517613!16s%2Fg%2F1tvrzs0g!19sChIJ9fKZyzz4GGAREvzfs2tEBR0?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1oeuiu2","はぎわら動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区藤が丘１丁目２８−３ ウィスタリア 28 2F","35.5455687","139.529478","window_settlement","8.2","haversine_straight_line","28","planning_estimate_from_straight_line","62","65","","","5","32","045-530-0296","https://www.google.com/maps/place/%E3%81%AF%E3%81%8E%E3%82%8F%E3%82%89%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7afed7bd0b3:0x5e00e1794a106c95!8m2!3d35.5455687!4d139.529478!16s%2Fg%2F11tn6wff37!19sChIJs9B77a_3GGARlWwQSnnhAF4?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-101ymtl","さかい犬猫クリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区鴨志田町５０４−５ サンクレスト","35.559894","139.5071422","needs_confirmation","8.6","haversine_straight_line","29","planning_estimate_from_straight_line","59","62","","","4.8","80","045-530-9832","https://www.google.com/maps/place/%E3%81%95%E3%81%8B%E3%81%84%E7%8A%AC%E7%8C%AB%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x6018f9bf5d095555:0x719d5e90cf08888c!8m2!3d35.559894!4d139.5071422!16s%2Fg%2F11cmy7ljfk!19sChIJVVUJXb_5GGARjIgIz5BenXE?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1fl173m","野田動物病院荏田分院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区荏田町４２８−６ 松澤ビル","35.5604084","139.5611525","window_settlement","5.2","haversine_straight_line","19","planning_estimate_from_straight_line","59","63","","","4.4","18","045-913-2395","https://www.google.com/maps/place/%E9%87%8E%E7%94%B0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%E8%8D%8F%E7%94%B0%E5%88%86%E9%99%A2/data=!4m7!3m6!1s0x6018f7aefd9daaa9:0xf2652e9a3ab3e10c!8m2!3d35.5604084!4d139.5611525!16s%2Fg%2F1td1vh4h!19sChIJqaqd_a73GGARDOGzOpouZfI?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-uo1zld","コルフェ動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区藤が丘２丁目２９−１０","35.5389451","139.5251034","window_settlement","9","haversine_straight_line","30","planning_estimate_from_straight_line","60","62","","","4.7","47","045-978-1013","https://www.google.com/maps/place/%E3%82%B3%E3%83%AB%E3%83%95%E3%82%A7%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f826d172bbf7:0xf936ca55581a1747!8m2!3d35.5389451!4d139.5251034!16s%2Fg%2F1tf7mlvw!19sChIJ97ty0Sb4GGARRxcaWFXKNvk?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-aoba-1ptp6hx","もえぎの動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区柿の木台１−２９","35.5473661","139.5260695","window_settlement","8.2","haversine_straight_line","28","planning_estimate_from_straight_line","57","58","","","4.4","54","045-971-8524","https://www.google.com/maps/place/%E3%82%82%E3%81%88%E3%81%8E%E3%81%AE%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f8299a79d3db:0xe8963a862288efad!8m2!3d35.5473661!4d139.5260695!16s%2Fg%2F1tdm8c5z!19sChIJ29N5min4GGARre-IIoY6lug?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-8pkrif","このは動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区牛久保３丁目３−８ セントラルアベニュ 101","35.5653795","139.5764338","window_settlement","4.3","haversine_straight_line","16","planning_estimate_from_straight_line","60","65","","","4.7","14","045-530-0990","https://www.google.com/maps/place/%E3%81%93%E3%81%AE%E3%81%AF%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f78a3790cfa3:0x41c91de399a988af!8m2!3d35.5653795!4d139.5764338!16s%2Fg%2F11tnkmv5nh!19sChIJo8-QN4r3GGARr4ipmeMdyUE?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-2l9g8u","横浜都筑どうぶつ病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区茅ケ崎南５丁目１９−２１ フローラかしま 1F","35.5403188","139.5668528","window_settlement","7.2","haversine_straight_line","25","planning_estimate_from_straight_line","61","63","","","4.8","40","045-482-6780","https://www.google.com/maps/place/%E6%A8%AA%E6%B5%9C%E9%83%BD%E7%AD%91%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f70ff0962509:0x474d6dbf2c7ddd71!8m2!3d35.5403188!4d139.5668528!16s%2Fg%2F11srhd374f!19sChIJCSWW8A_3GGARcd19LL9tTUc?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1684i4r","都筑動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区北山田２丁目２−１９","35.5595519","139.5914565","window_settlement","4.9","haversine_straight_line","18","planning_estimate_from_straight_line","57","60","","","4.1","21","045-593-0097","https://www.google.com/maps/place/%E9%83%BD%E7%AD%91%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f66a82977871:0x2f7f9eeb825219cd!8m2!3d35.5595519!4d139.5914565!16s%2Fg%2F1vcl3t8w!19sChIJcXiXgmr2GGARzRlSguuefy8?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-127jy7k","港北どうぶつ病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区大棚町３００４−１","35.5476811","139.5780671","window_settlement","6.2","haversine_straight_line","22","planning_estimate_from_straight_line","57","57","","","4.3","72","045-620-5550","https://www.google.com/maps/place/%E6%B8%AF%E5%8C%97%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7d68758bd01:0x793dcc31bb5713f9!8m2!3d35.5476811!4d139.5780671!16s%2Fg%2F11hyt65wd_!19sChIJAb1Yh9b3GGAR-RNXuzHMPXk?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-jzpxw6","ゆみ動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区荏田南５丁目２３−３３−１０４","35.5514777","139.5613967","window_settlement","6.1","haversine_straight_line","21","planning_estimate_from_straight_line","60","62","","","4.6","144","045-943-8228","https://www.google.com/maps/place/%E3%82%86%E3%81%BF%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7b6fcb81191:0x8b3c093f9b51fa17!8m2!3d35.5514777!4d139.5613967!16s%2Fg%2F11c6q7_jf1!19sChIJkRG4_Lb3GGARF_pRmz8JPIs?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1ll4wgg","センターきた動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区中川中央１丁目３８−１８","35.554977","139.580846","needs_confirmation","5.4","haversine_straight_line","19","planning_estimate_from_straight_line","54","59","","","4.2","45","045-914-7920","https://www.google.com/maps/place/%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E3%81%8D%E3%81%9F%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f63844b31a8f:0xf12da4f874cdaea4!8m2!3d35.554977!4d139.580846!16s%2Fg%2F1tjhxq09!19sChIJjxqzRDj2GGARpK7NdPikLfE?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1wzxfhd","牛久保東ペットクリニック","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区牛久保東１丁目３８−１６","35.5542662","139.5856508","needs_confirmation","5.4","haversine_straight_line","19","planning_estimate_from_straight_line","58","64","","","4.7","25","045-590-2515","https://www.google.com/maps/place/%E7%89%9B%E4%B9%85%E4%BF%9D%E6%9D%B1%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/data=!4m7!3m6!1s0x6018f63e9a257a2b:0x76cc927f7f8fddff!8m2!3d35.5542662!4d139.5856508!16s%2Fg%2F1tmg6lst!19sChIJK3olmj72GGAR_92Pf3-SzHY?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1c04vq8","ジャスミン どうぶつ総合医療センター","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区中川１丁目８−３７","35.5628168","139.5691707","needs_confirmation","4.7","haversine_straight_line","17","planning_estimate_from_straight_line","56","62","","","4.4","162","045-910-1210","https://www.google.com/maps/place/%E3%82%B8%E3%83%A3%E3%82%B9%E3%83%9F%E3%83%B3+%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m7!3m6!1s0x6018f7acdf055555:0xccb0178e2db5c190!8m2!3d35.5628168!4d139.5691707!16s%2Fg%2F11bt_nvznh!19sChIJVVUF36z3GGARkMG1LY4XsMw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1x3mb0s","ふれあいの丘動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区葛が谷１５−２２ 1階 Tsuzukiふれあいの丘","35.5362993","139.5621749","window_settlement","7.7","haversine_straight_line","26","planning_estimate_from_straight_line","59","60","","","4.5","60","045-532-3131","https://www.google.com/maps/place/%E3%81%B5%E3%82%8C%E3%81%82%E3%81%84%E3%81%AE%E4%B8%98%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7d14b7ad1dd:0xb479dc399c6367ed!8m2!3d35.5362993!4d139.5621749!16s%2Fg%2F11c5_sljj1!19sChIJ3dF6S9H3GGAR7WdjnDncebQ?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
